c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
50446836,Bulbo de margarita congelado,Bulbo de lili chino congelado,0,17/07/2024,
50446837,Linkok congelado,,0,17/07/2024,
50446838,Lo bok congelado,,0,17/07/2024,
50446839,Frijol largo congelado,Fríjol serpiente congelado,0,17/07/2024,
50446840,Raíz de lotus congelado,Rosa del Nilo congelada,0,17/07/2024,
50446841,Hojas de maguey congelada,"Hoja de agave congelada, Penca de maguey congelada",0,17/07/2024,
50446842,Mallows congelado,Malva congelada,0,17/07/2024,
50446843,Sapote mamey congelado,Mamey congelada,0,17/07/2024,
50446844,Moap congelado,,0,17/07/2024,
50446845,Moo congelado,,0,17/07/2024,
50446846,Moqua congelada,,0,17/07/2024,
50446847,Opos congelados,,0,17/07/2024,
50446848,Corazon de palma congelado,Palmito congelado,0,17/07/2024,
50446849,Paprika congelada,,0,17/07/2024,
50446850,Purslane congelada,Verdolaga congelada,0,17/07/2024,
50446851,Raddichios congelada,Achicoria morada congelada,0,17/07/2024,
50446852,Sinquas congelada,Zapallo congelado,0,17/07/2024,
50446853,Frijol de soya congelados,,0,17/07/2024,
50446854,Spoonwart congelado,Hierba del escorbuto congelada,0,17/07/2024,
50446855,Uva tassele hyacinth congelado,,0,17/07/2024,
50446856,Taro congelado,Tales congelada,0,17/07/2024,
50446857,Hoja de taro congelada,,0,17/07/2024,
50446858,Tallo de taro congelado,,0,17/07/2024,
50446859,Tapeguaje congelado,,0,17/07/2024,
50446860,Verde tierno congelado,,0,17/07/2024,
50446861,Tindora congelado,,0,17/07/2024,
50446862,Árbol de cebolla congelado,Cebollas egipcias congelada,0,17/07/2024,
50446863,Udo congelado,,0,17/07/2024,
50446864,Agua castaño congelado,Castaña de agua china congelada,0,17/07/2024,
50446865,Yumpi congelado,Akankong congelado,0,17/07/2024,
50446866,Yautia congelado,Mapuey congelado,0,17/07/2024,
50446867,Yu choy congelado,,0,17/07/2024,
50446868,Yuca congelada,,0,17/07/2024,
50451700,Aguacates orgánicos congelados,,0,17/07/2024,
50451701,Aguacate ajax b – 7 orgánico congelado,,0,17/07/2024,
50451702,Aguacate arue orgánico congelado,,0,17/07/2024,
50451703,Aguacate bacon orgánico congelado,,0,17/07/2024,
50451704,Aguacate benik orgánico congelado,,0,17/07/2024,
50451705,Aguacate bernecker orgánico congelado,,0,17/07/2024,
50451706,Aguacate beta orgánico congelado,,0,17/07/2024,
50451707,Aguacate biondo orgánico congelado,,0,17/07/2024,
50451708,Aguacate príncipe negro orgánico congelado,,0,17/07/2024,
50451709,Aguacate blair orgánico congelado,,0,17/07/2024,
50451710,Aguacate blair cabina orgánico congelado,,0,17/07/2024,
50451711,Aguacate cabina 1 orgánico congelado,,0,17/07/2024,
50451712,Aguacate cabina 3 orgánico congelado,,0,17/07/2024,
50451713,Aguacate cabina 5 orgánico congelado,,0,17/07/2024,
50451714,Aguacate cabina 7 orgánico congelado,,0,17/07/2024,
50451715,Aguacate cabina 8 orgánico congelado,,0,17/07/2024,
50451716,Aguacate brooks 1978 orgánico congelado,,0,17/07/2024,
50451717,Aguacate brookslate orgánico congelado,,0,17/07/2024,
50451718,Aguacate california haas orgánico congelado,,0,17/07/2024,
50451719,Aguacate catalina orgánico congelado,,0,17/07/2024,
50451720,Aguacate chica orgánico congelado,,0,17/07/2024,
50451721,Aguacate choquette orgánico congelado,,0,17/07/2024,
50451722,Aguacate cristina orgánico congelado,,0,17/07/2024,
50451723,Aguacate collison orgánico congelado,,0,17/07/2024,
50451724,Aguacate donnie orgánico congelado,,0,17/07/2024,
50451725,Aguacate dr dupis numero 2 orgánico congelado,,0,17/07/2024,
50451726,Aguacate dr. dupie  orgánico congelado,,0,17/07/2024,
50451727,Aguacate ettinger orgánico congelado,,0,17/07/2024,
50451728,Aguacate fuch orgánico congelado,,0,17/07/2024,
50451729,Aguacate fuch gwen orgánico congelado,,0,17/07/2024,
50451730,Aguacate fuerte orgánico congelado,,0,17/07/2024,
50451731,Aguacate gotham orgánico congelado,,0,17/07/2024,
50451732,Aguacate gossman orgánico congelado,,0,17/07/2024,
50451733,Aguacate guatemala sin pepa orgánico congelado,,0,17/07/2024,
50451734,Aguacate hall orgánico congelado,,0,17/07/2024,
50451735,Aguacate hardee orgánico congelado,,0,17/07/2024,
50451736,Aguacate haas orgánico congelado,,0,17/07/2024,
50451737,Aguacate herman orgánico congelado,,0,17/07/2024,
50451738,Aguacate hickson orgánico congelado,,0,17/07/2024,
50451739,Aguacate k-5 orgánico congelado,,0,17/07/2024,
50451740,Aguacate k- 9 orgánico congelado,,0,17/07/2024,
50451741,Aguacate cordero haas orgánico congelado,,0,17/07/2024,
50451742,Aguacate leona orgánico congelado,,0,17/07/2024,
50451743,Aguacate leona linda orgánico congelado,,0,17/07/2024,
50451744,Aguacate lisa p orgánico congelado,,0,17/07/2024,
50451745,Aguacate lisa loretta orgánico congelado,,0,17/07/2024,
50451746,Aguacate loretta orgánico congelado,,0,17/07/2024,
50451747,Aguacate lula orgánico congelado,,0,17/07/2024,
50451748,Aguacate lula mascarthur orgánico congelado,,0,17/07/2024,
50451749,Aguacate marcus orgánico congelado,,0,17/07/2024,
50451750,Aguacate melendez orgánico congelado,,0,17/07/2024,
50451751,Aguacate meya orgánico congelado,,0,17/07/2024,
50451752,Aguacate miguel p orgánico congelado,,0,17/07/2024,
50451753,Aguacate monroe orgánico congelado,,0,17/07/2024,
50451754,Aguacate murrieta verde orgánico congelado,,0,17/07/2024,
50451755,Aguacate nabal orgánico congelado,,0,17/07/2024,
50451756,Aguacate nadir orgánico congelado,,0,17/07/2024,
50451757,Aguacate nesbitt orgánico congelado,,0,17/07/2024,
50451758,Aguacate peterson orgánico congelado,,0,17/07/2024,
50451759,Aguacate pinelli orgánico congelado,,0,17/07/2024,
50451760,Aguacate pinkerton orgánico congelado,,0,17/07/2024,
50451761,Aguacate pollock orgánico congelado,,0,17/07/2024,
50451762,Aguacate puebla orgánico congelado,,0,17/07/2024,
50451763,Aguacate reed orgánico congelado,,0,17/07/2024,
50451764,Aguacaterue orgánico congelado,,0,17/07/2024,
50451765,Aguacateruehle orgánico congelado,,0,17/07/2024,
50451766,Aguacate ryan orgánico congelado,,0,17/07/2024,
50451767,Aguacate semil orgánico congelado,,0,17/07/2024,
50451768,Aguacate semil 43 orgánico congelado,,0,17/07/2024,
50451769,Aguacate simonds orgánico congelado,,0,17/07/2024,
50451770,Aguacate simpson orgánico congelado,,0,17/07/2024,
50451771,Aguacate taylor orgánico congelado,,0,17/07/2024,
50451772,Aguacate tonelada orgánico congelado,,0,17/07/2024,
50451773,Aguacate torre orgánico congelado,,0,17/07/2024,
50451774,Aguacate torre li orgánico congelado,,0,17/07/2024,
50451775,Aguacate trapp orgánico congelado,,0,17/07/2024,
50451776,Aguacate semilla de caribe orgánico congelado,,0,17/07/2024,
50451777,Aguacate wagner orgánico congelado,,0,17/07/2024,
50451778,Aguacate waldin orgánico congelado,,0,17/07/2024,
50451779,Aguacate wurtz orgánico congelado,,0,17/07/2024,
50451780,Aguacate zio p orgánico congelado,,0,17/07/2024,
50451781,Aguacate ziu orgánico congelado,,0,17/07/2024,
50451782,Aguacate zultano orgánico congelado,,0,17/07/2024,
50452500,Zanahorias  orgánicas congeladas,,0,17/07/2024,
50452501,Zanahoria amsterdam orgánica congelada,,0,17/07/2024,
50452502,Zanahoria rey de otoño orgánica congelada,,0,17/07/2024,
50452503,Zanahoria berlicum orgánica congelada,,0,17/07/2024,
50452504,Zanahoria chantenay orgánica congelada,,0,17/07/2024,
50452505,Zanahoria nantes orgánica congelada,,0,17/07/2024,
50452506,Zanahoria mercado de parís orgánica congelada,,0,17/07/2024,
50461500,Alcachofas en lata o en frasco,,0,17/07/2024,
50461501,Alcachofa brittany enlatada o envasada,,0,17/07/2024,
50461502,Alcachofa cantonesa enlatada o envasada,,0,17/07/2024,
50461503,Alcachofa francesa enlatada o envasada,,0,17/07/2024,
50461504,Alcachofa globo verde enlatada o envasada,,0,17/07/2024,
50461505,Alcachofa gros camus de bretaña enlatada o envasada,,0,17/07/2024,
50461506,Alcachofa midi enlatada o envasada,,0,17/07/2024,
50461507,Alcachofa globo morado enlatada o envasada,,0,17/07/2024,
50461508,Alcachofa morado cecilia enlatada o envasada,,0,17/07/2024,
50461509,Alcachofa romanesco enlatada o envasada,,0,17/07/2024,
50461510,Alcachofa espinoso sardo enlatada o envasada,,0,17/07/2024,
50461511,Alcachofa vert de laon enlatada o envasada,,0,17/07/2024,
50461512,Alcachofa violeta de chiggiia enlatada o envasada,,0,17/07/2024,
50461513,Alcachofa violeta de toscana enlatada o envasada,,0,17/07/2024,
50461600,Espárragos en lata o en frasco,,0,17/07/2024,
50461601,Espárragos connovers colosal enlatados o envasados,,0,17/07/2024,
50461602,Espárragos franklin enlatados o envasados,,0,17/07/2024,
50461603,Espárragos mamut gigante enlatados o envasados,,0,17/07/2024,
50461604,Espárragos lucullus enlatados o envasados,,0,17/07/2024,
50461605,Espárragos martha washington enlatados o envasados,,0,17/07/2024,
50461700,Aguacates en lata o en frasco,,0,17/07/2024,
50461701,Aguacate ajax b – 7 enlatado o envasado,,0,17/07/2024,
50461702,Aguacate arue enlatado o envasado,,0,17/07/2024,
50461703,Aguacate bacon enlatado o envasado,,0,17/07/2024,
50461704,Aguacate benik enlatado o envasado,,0,17/07/2024,
50461705,Aguacate bernecker enlatado o envasado,,0,17/07/2024,
50461706,Aguacate beta enlatado o envasado,,0,17/07/2024,
50461707,Aguacate biondo enlatado o envasado,,0,17/07/2024,
50461708,Aguacate príncipe negro enlatado o envasado,,0,17/07/2024,
50461709,Aguacate blair enlatado o envasado,,0,17/07/2024,
50461710,Aguacate blair cabina enlatado o envasado,,0,17/07/2024,
50461711,Aguacate cabina 1 enlatado o envasado,,0,17/07/2024,
50461712,Aguacate cabina 3 enlatado o envasado,,0,17/07/2024,
50461713,Aguacate cabina 5 enlatado o envasado,,0,17/07/2024,
50461714,Aguacate cabina 7 enlatado o envasado,,0,17/07/2024,
50461715,Aguacate cabina 8 enlatado o envasado,,0,17/07/2024,
50461716,Aguacate brooks 1978 enlatado o envasado,,0,17/07/2024,
50461717,Aguacate brookslate enlatado o envasado,,0,17/07/2024,
50461718,Aguacate california haas enlatado o envasado,,0,17/07/2024,
50461719,Aguacate catalina enlatado o envasado,,0,17/07/2024,
50461720,Aguacate chica enlatado o envasado,,0,17/07/2024,
50461721,Aguacate choquette enlatado o envasado,,0,17/07/2024,
50461722,Aguacate cristina enlatado o envasado,,0,17/07/2024,
50461723,Aguacate collison enlatado o envasado,,0,17/07/2024,
50461724,Aguacate donnie enlatado o envasado,,0,17/07/2024,
50461725,Aguacate dr dupis numero 2 enlatado o envasado,,0,17/07/2024,
50461726,Aguacate dr. dupie  enlatado o envasado,,0,17/07/2024,
50461727,Aguacate ettinger enlatado o envasado,,0,17/07/2024,
50461728,Aguacate fuch enlatado o envasado,,0,17/07/2024,
50461729,Aguacate fuch gwen enlatado o envasado,,0,17/07/2024,
50461730,Aguacate fuerte enlatado o envasado,,0,17/07/2024,
50461731,Aguacate gotham enlatado o envasado,,0,17/07/2024,
50461732,Aguacate gossman enlatado o envasado,,0,17/07/2024,
50461733,Aguacate guatemala sin pepa enlatado o envasado,,0,17/07/2024,
50461734,Aguacate hall enlatado o envasado,,0,17/07/2024,
50461735,Aguacate hardee enlatado o envasado,,0,17/07/2024,
50461736,Aguacate haas enlatado o envasado,,0,17/07/2024,
50461737,Aguacate herman enlatado o envasado,,0,17/07/2024,
50461738,Aguacate hickson enlatado o envasado,,0,17/07/2024,
50461739,Aguacate k-5 enlatado o envasado,,0,17/07/2024,
50461740,Aguacate k- 9 enlatado o envasado,,0,17/07/2024,
50461741,Aguacate cordero haas enlatado o envasado,,0,17/07/2024,
50461742,Aguacate leona enlatado o envasado,,0,17/07/2024,
50461743,Aguacate leona linda enlatado o envasado,,0,17/07/2024,
50461744,Aguacate lisa p enlatado o envasado,,0,17/07/2024,
50461745,Aguacate lisa loretta enlatado o envasado,,0,17/07/2024,
50461746,Aguacate loretta enlatado o envasado,,0,17/07/2024,
50461747,Aguacate lula enlatado o envasado,,0,17/07/2024,
50461748,Aguacate lula mascarthur enlatado o envasado,,0,17/07/2024,
50461749,Aguacate marcus enlatado o envasado,,0,17/07/2024,
50461750,Aguacate melendez enlatado o envasado,,0,17/07/2024,
50461751,Aguacate meya enlatado o envasado,,0,17/07/2024,
50461752,Aguacate miguel p enlatado o envasado,,0,17/07/2024,
50461753,Aguacate monroe enlatado o envasado,,0,17/07/2024,
50461754,Aguacate murrieta verde enlatado o envasado,,0,17/07/2024,
50461755,Aguacate nabal enlatado o envasado,,0,17/07/2024,
50461756,Aguacate nadir enlatado o envasado,,0,17/07/2024,
50461757,Aguacate nesbitt enlatado o envasado,,0,17/07/2024,
50461758,Aguacate peterson enlatado o envasado,,0,17/07/2024,
50461759,Aguacate pinelli enlatado o envasado,,0,17/07/2024,
50461760,Aguacate pinkerton enlatado o envasado,,0,17/07/2024,
50461761,Aguacate pollock enlatado o envasado,,0,17/07/2024,
50461762,Aguacate puebla enlatado o envasado,,0,17/07/2024,
50461763,Aguacate reed enlatado o envasado,,0,17/07/2024,
50461764,Aguacaterue enlatado o envasado,,0,17/07/2024,
50461765,Aguacateruehle enlatado o envasado,,0,17/07/2024,
50461766,Aguacate ryan enlatado o envasado,,0,17/07/2024,
50461767,Aguacate semil enlatado o envasado,,0,17/07/2024,
50461768,Aguacate semil 43 enlatado o envasado,,0,17/07/2024,
50461769,Aguacate simonds enlatado o envasado,,0,17/07/2024,
50461770,Aguacate simpson enlatado o envasado,,0,17/07/2024,
50461771,Aguacate taylor enlatado o envasado,,0,17/07/2024,
50461772,Aguacate tonelada enlatado o envasado,,0,17/07/2024,
50461773,Aguacate torre enlatado o envasado,,0,17/07/2024,
50461774,Aguacate torre li enlatado o envasado,,0,17/07/2024,
50461775,Aguacate trapp enlatado o envasado,,0,17/07/2024,
50461776,Aguacate semilla de caribe enlatado o envasado,,0,17/07/2024,
50461777,Aguacate wagner enlatado o envasado,,0,17/07/2024,
50461778,Aguacate waldin enlatado o envasado,,0,17/07/2024,
50461779,Aguacate wurtz enlatado o envasado,,0,17/07/2024,
50461780,Aguacate zio p enlatado o envasado,,0,17/07/2024,
50461781,Aguacate ziu enlatado o envasado,,0,17/07/2024,
50461782,Aguacate zultano enlatado o envasado,,0,17/07/2024,
50461800,Fríjoles en lata o en frasco,,0,17/07/2024,
50461801,Frijoles anasazi ® enlatados o envasados,,0,17/07/2024,
50461802,Frijoles appaloosa enlatados o envasados,,0,17/07/2024,
50461803,Frijoles azuki enlatados o envasados,,0,17/07/2024,
50461804,Frijoles barlotti enlatados o envasados,,0,17/07/2024,
50461805,Frijoles appaloosa negra enlatados o envasados,,0,17/07/2024,
50461806,Frijoles negros enlatados o envasados,,0,17/07/2024,
50461807,Frijoles gran negros enlatados o envasados,,0,17/07/2024,
50461808,Frijoles shackamaxon negro enlatados o envasados,,0,17/07/2024,
50461809,Frijoles ojo negro enlatados o envasados,,0,17/07/2024,
50461810,Frijoles bobby enlatados o envasados,,0,17/07/2024,
50461811,Frijoles bolita enlatados o envasados,,0,17/07/2024,
50461812,Frijoles esposa perezosa carmelita enlatados o envasados,,0,17/07/2024,
50461813,Frijoles calipso enlatados o envasados,,0,17/07/2024,
50461814,Frijoles canelini enlatados o envasados,,0,17/07/2024,
50461815,Frijoles castor enlatados o envasados,,0,17/07/2024,
50461816,Frijoles amarillo chino enlatados o envasados,,0,17/07/2024,
50461817,Frijoles lengua de dragón enlatados o envasados,,0,17/07/2024,
50461818,Frijoles soldado europeo enlatados o envasados,,0,17/07/2024,
50461819,Frijoles fava enlatados o envasados,,0,17/07/2024,
50461820,Frijoles flageolet enlatados o envasados,,0,17/07/2024,
50461821,Frijoles  horticultura francesa enlatados o envasados,,0,17/07/2024,
50461822,Frijoles marina francesa enlatados o envasados,,0,17/07/2024,
50461823,Frijoles coco gigante blanco enlatados o envasados,,0,17/07/2024,
50461824,Frijoles verdes enlatados o envasados,,0,17/07/2024,
50461825,Frijoles romano verde enlatados o envasados,,0,17/07/2024,
50461826,Frijoles guar gum enlatados o envasados,,0,17/07/2024,
50461827,Frijoles haricot enlatados o envasados,,0,17/07/2024,
50461828,Frijoles hyacinth enlatados o envasados,,0,17/07/2024,
50461829,Frijoles tipo italiano enlatados o envasados,,0,17/07/2024,
50461830,Frijoles asombro jackson enlatados o envasados,,0,17/07/2024,
50461831,Frijoles ganado jacobs  enlatados o envasados,,0,17/07/2024,
50461832,Frijoles asombro kentucky enlatados o envasados,,0,17/07/2024,
50461833,Frijoles riñón enlatados o envasados,,0,17/07/2024,
50461834,Frijoles lima enlatados o envasados,,0,17/07/2024,
50461835,Frijoles madera enlatados o envasados,,0,17/07/2024,
50461836,Frijoles medula enlatados o envasados,,0,17/07/2024,
50461837,Frijoles mat enlatados o envasados,,0,17/07/2024,
50461838,Frijoles monstoler ganzo salvaje enlatados o envasados,,0,17/07/2024,
50461839,Frijoles  mortgage lifter enlatados o envasados,,0,17/07/2024,
50461840,Frijoles polilla enlatados o envasados,,0,17/07/2024,
50461841,Frijoles mung enlatados o envasados,,0,17/07/2024,
50461842,Frijoles munsi wolf enlatados o envasados,,0,17/07/2024,
50461843,Frijoles nuna enlatados o envasados,,0,17/07/2024,
50461844,Frijoles pinto enlatados o envasados,,0,17/07/2024,
50461845,Frijoles runner enlatados o envasados,,0,17/07/2024,
50461846,String beans enlatados o envasados,"Ayecote enlatado o envasado, Fríjol gordo enlatado o envasado",0,17/07/2024,
50461847,Frijoles habichuelas enlatados o envasados,"Ejote enlatado o envasado, Fríjol tierno enlatado o envasado",0,17/07/2024,
50461848,Frijoles tamarind enlatados o envasados,,0,17/07/2024,
50461849,Frijoles tonka enlatados o envasados,,0,17/07/2024,
50461850,Frijoles cera enlatados o envasados,,0,17/07/2024,
50461851,Frijoles winged enlatados o envasados,,0,17/07/2024,
50461852,Frijoles largos enlatados o envasados,,0,17/07/2024,
50462200,Cebollas de ensalada  en lata o en frasco,Cebollas de cambray  en lata o en frasco,0,17/07/2024,
50462201,Cebolla belstville ensalada enlatada o envasada,Cebolla de cambray belstville enlatada o envasada,0,17/07/2024,
50462202,Cebolla feast ensalada enlatada o envasada,Cebolla de cambray feast enlatada o envasada,0,17/07/2024,
50462203,Cebolla ishikura ensalada enlatada o envasada,Cebolla de cambray ishikura enlatada o envasada,0,17/07/2024,
50462204,Cebolla mercado kyoto enlatada o envasada,Cebolla de cambray mercado kyoto enlatada o envasada,0,17/07/2024,
50462205,Cebolla barba roja ensalada enlatada o envasada,Cebolla de cambray barba roja enlatada o envasada,0,17/07/2024,
